screen_name,user_tweeted,user_retweeted,user_favourited,user_replied,likes_per_tweet,retweets_per_tweet,lists_per_user,follower_friend_ratio,tweet_frequency,favourite_tweet_ratio,age_of_account_in_days,sources_count,urls_count,cdn_content_in_kb,source_identity
0104_man, 3, 0, 996.0, 1, 0.0, 0.0, 0.0013053226065494992, 1.464434573841232, 7.046363698038312, 0.0, 760.0981712962963, 1, 0, 1.310357053354554,[2]
0209Sooyong, 2, 2, 1287.75, 4, 0.0, 0.0, 0.04111639325796047, 1.0247991817869646, 17.90698848175242, 0.0, 177.53194444444443, 1, 2, 7.253624152147893,[2]
0267026fa18e405, 8, 13, 40545.76190476191, 17, 0.0, 0.0, 0.0, 0.5450783665727021, 54.14535248635566, 0.0, 474.8318287037037, 2, 7, 85.38973053986777,[2]
0550440862s, 1, 0, 3043.0, 0, 0.0, 0.0, 0.0010820162154907428, 6.851351351351352, 21.51913849367989, 0.0, 924.2005671296297, 1, 1, 3.29257534373833,[0]
0726Gh, 6, 2, 15347.875, 7, 0.0, 0.0, 0.0034524144915366135, 1.1840710005120663, 15.581935521630115, 0.0, 716.0972337962963, 2, 3, 21.43266902266224,[2]
07Alghamidi, 4, 7, 1705.5454545454545, 7, 0.0, 0.0, 0.0, 0.24438464591059797, 48.92255786632088, 0.0, 20.349444444444444, 1, 0, 83.81287554074144,[2]
07Mely10, 0, 29, 9670.793103448275, 29, 0.0, 0.0, 0.0050483084977410615, 0.45349637314880364, 8.178614598522012, 0.0, 867.0382060185185, 1, 15, 11.153825790280946,[2]
0803Moeka, 7, 1, 4219.75, 4, 0.0, 0.0, 0.005341402970169636, 0.5399905581583846, 17.928908812688313, 0.0, 365.35582175925924, 1, 1, 11.549699631666149,[2]
0811taichi, 2, 0, 2950.0, 0, 0.0, 0.0, 0.0015433175833186423, 1.1088469864876829, 8.465667487925527, 0.0, 659.6975347222223, 1, 1, 4.4717462848215,[2]
0Hhbreezy, 5, 2, 18621.571428571428, 6, 0.0, 0.0, 0.0020297590568255156, 3.614651444942216, 26.0774563610017, 0.0, 1973.0758333333333, 1, 4, 9.437838685151783,[2]
100kGlizzy, 3, 2, 1544.8, 3, 0.0, 0.0, 0.0, 1.254259791490972, 10.628411639394752, 0.0, 1575.9094212962964, 1, 1, 0.9802593849139459,[2]
1013ayana, 5, 0, 12742.6, 5, 0.0, 0.0, 0.001951887800261181, 1.343350701037258, 5.315561851694023, 0.0, 1020.6643055555556, 1, 0, 12.484614119099719,[2]
10Rozzi_, 5, 2, 65.0, 4, 0.0, 0.0, 0.0045917002979585985, 1.0951701164359107, 20.087030340708793, 0.0, 1321.4668287037036, 2, 6, 0.049187765131994965,[2]
13_shichan, 2, 0, 12369.0, 1, 0.0, 0.0, 0.0, 1.8736471861471862, 20.58833934036692, 0.0, 830.7541319444445, 1, 0, 14.888881709260232,[2]
13mattsmith, 3, 2, 10117.6, 2, 0.0, 0.0, 0.0017679242523399234, 0.8998385720314699, 15.576575401590333, 0.0, 1694.1791782407408, 1, 3, 5.971977539297972,[2]
1434Re, 0, 3, 187.0, 3, 0.0, 0.0, 0.0, 0.432423312167251, 0.43288575765223447, 0.0, 1282.6970601851851, 1, 2, 0.14578656629415093,[2]
160heibei, 5, 13, 19102.88888888889, 15, 0.0, 0.0, 0.0271627083846751, 1.4372179251603496, 25.14723795709613, 0.0, 2050.328645833333, 2, 11, 9.316988731396636,[2;1]
1910pam, 27, 16, 2288.2093023255816, 17, 0.0, 0.0, 0.0012475249712885082, 1.840553050163268, 32.99862753053385, 0.0, 790.9956481481481, 2, 6, 2.8928216074041098,[2;1]
1DAngels0nEarth, 1, 10, 22891.090909090908, 11, 0.0, 0.0, 0.008640527962871021, 0.6308487285390517, 20.86837265603328, 0.0, 1398.6900000000003, 1, 9, 16.36609320799527,[2]
1JOSE_JOSE_JOSE, 0, 1, 12412.0, 1, 0.0, 0.0, 0.0012368778657334575, 1.4268656716417911, 2.2492623988362923, 0.0, 1616.9745254629631, 1, 1, 7.676064034741837,[2]
1Necaozinho, 10, 5, 2268.0666666666666, 5, 0.0, 0.0, 0.0013933743546347007, 1.160786538106459, 85.8914531601941, 0.0, 1444.1402430555554, 3, 1, 1.5705307552871894,[1;0;2]
1litprincess, 12, 4, 10464.0, 6, 0.0, 0.0, 0.015767368978802345, 2.192799495976778, 40.169473729459895, 0.0, 630.2019560185184, 1, 8, 16.604201081998095,[2]
1straycathot4u2, 0, 5, 1648.0, 5, 0.0, 0.0, 0.043713489384872635, 0.19739218600094638, 9.62119288876473, 0.0, 239.7356597222222, 1, 4, 6.874238075009411,[2]
202DaCity, 0, 9, 6654.111111111111, 9, 0.0, 0.0, 0.001857062936787541, 1.2382476254787276, 9.638134200352535, 0.0, 1788.8835185185183, 1, 6, 3.7197006077968564,[2]
22DEAGOSTOOO, 11, 4, 1176.7333333333333, 4, 0.0, 0.0, 0.001538353023910659, 0.6166677184426157, 11.885113150216126, 0.0, 1083.5010069444445, 1, 0, 1.0860472909497436,[2]
2KWagerKing, 8, 1, 681.7777777777778, 8, 0.0, 0.0, 0.006502066777145418, 16.2462547230554, 12.512574852443565, 0.0, 459.8545486111111, 2, 2, 1.4825943982438288,[2;0]
2Thick_Patty6, 3, 4, 4645.142857142857, 4, 0.0, 0.0, 0.004546243314463326, 0.9207421949534937, 15.342338873802197, 0.0, 2432.013587962963, 1, 2, 1.9099987270357297,[2]
2freshlouis_, 2, 7, 4843.777777777777, 8, 0.0, 0.0, 0.002048084453009757, 1.2208409278095016, 15.301170913801368, 0.0, 495.9162847222222, 1, 5, 9.767329541297327,[2]
310kazu8, 2, 2, 2818.0, 3, 0.0, 0.0, 0.005860874427593972, 1.547001443688012, 10.519473229495556, 0.0, 1063.6360069444445, 1, 3, 2.649402597882519,[2]
315Male, 1, 1, 3243.0, 1, 0.0, 0.0, 0.0, 0.8986934549269487, 9.200528747945128, 0.0, 558.1177777777777, 1, 0, 5.810601505854997,[2]
3andyourout, 5, 12, 55506.294117647056, 13, 0.0, 0.0, 0.015435309612682952, 3.8839740973753636, 29.925381022960952, 0.0, 967.4077430555554, 1, 5, 57.37631781024466,[2]
