screen_name,user_tweeted,user_retweeted,user_favourited,user_replied,likes_per_tweet,retweets_per_tweet,lists_per_user,follower_friend_ratio,tweet_frequency,favourite_tweet_ratio,age_of_account_in_days,sources_count,urls_count,cdn_content_in_kb,source_identity
0220nicole, 7, 2, 62576.0, 7, 0.0, 0.0, 4.0175319874224655, 3176.9873256039145, 45.71033839269725, 0.0, 720.1152083333333, 1, 2, 86.89720655230805,[2]
14F, 1, 3, 541.75, 3, 0.0, 0.0, 0.0344160859368125, 3.6195990135277594, 0.7251369462017336, 0.0, 2553.1406944444448, 1, 0, 0.2121896381107517,[2]
2morrowknight, 3, 5, 72088.75, 8, 0.0, 0.0, 5.7128008450762415, 1.619343138143694, 43.052013015943615, 0.0, 2651.8004050925924, 2, 3, 27.184832561892186,[1;2]
2se, 1, 4, 478.6, 5, 0.0, 0.0, 0.3432112946239033, 1.002535410449325, 12.638582042211883, 0.0, 1110.1032175925925, 1, 0, 0.431131080799773,[2]
3mer_AlQahtani, 4, 2, 3350.6666666666665, 3, 0.0, 0.0, 0.16159056899418148, 1.781694242064462, 24.230237366635464, 0.0, 1163.7650231481482, 1, 4, 2.8791608271596285,[2]
6ar7k, 0, 2, 266.5, 2, 0.0, 0.0, 3.312908258622288, 1.09787616189314, 3.7931365489721114, 0.0, 1655.4027083333333, 1, 1, 0.16098801739204194,[0]
7b000, 2, 0, 13.0, 2, 0.0, 0.0, 0.21183577927519853, 1.0122847922163412, 9.79418757535899, 0.0, 1166.0183449074075, 1, 0, 0.011149052720120213,[2]
7s555, 0, 2, 7.5, 2, 0.0, 0.0, 0.2626605207035826, 1.037560129582821, 28.258786559037084, 0.0, 1157.6264236111112, 1, 1, 0.006478774021591894,[2]
A5ELOS, 9, 3, 2626.8333333333335, 4, 0.0, 0.0, 0.3951166145775618, 2.598126632518788, 9.150778931812644, 0.0, 1543.5020138888888, 2, 0, 1.701865828289376,[2;0]
AAofficial, 1, 0, 89.0, 1, 0.0, 0.0, 0.751021705090567, 27884.166666666668, 0.7395912732769, 0.0, 2362.115486111111, 1, 1, 0.03767809005245799,[1]
ABFalecbaldwin, 0, 1, 112.0, 1, 0.0, 0.0, 5.267359508557926, 1355.3885350318471, 6.845975018523947, 0.0, 1821.216111111111, 1, 1, 0.06149736943171977,[2]
AMD1_CEO, 6, 3, 29047.11111111111, 8, 0.0, 0.0, 0.03816843282051846, 16.556859969762645, 2.390239666237026, 0.0, 2375.751527777778, 1, 3, 12.226493710089747,[2]
ARY_YILMAZ, 1, 0, 2932.0, 0, 0.0, 0.0, 0.00479718541432555, 49339.333333333336, 1.4993869522775305, 0.0, 1876.1000925925925, 1, 0, 1.562816403866946,[2]
ASTROGaming, 3, 1, 33449.0, 4, 0.0, 0.0, 0.545270326057018, 417.6036290154692, 10.547860002190465, 0.0, 2654.803726851852, 2, 4, 12.59942483193093,[1;2]
AS_Monaco, 11, 0, 9.818181818181818, 3, 0.0, 0.0, 0.9625298259878915, 4034.341569805476, 20.739125819194037, 0.0, 1449.187673611111, 1, 8, 0.006774955374631846,[1]
ATPWorldTour, 6, 0, 2019.0, 6, 0.0, 0.0, 3.303857894626359, 2262.801593870534, 5.689721194387675, 0.0, 2621.1139236111107, 1, 6, 0.7702831921240654,[1]
AbelPintos, 0, 1, 55.0, 1, 0.0, 0.0, 0.6550921432838522, 2823.178082191781, 8.647216291346849, 0.0, 2160.0014814814817, 1, 0, 0.025462945498665637,[2]
AiANews, 0, 2, 225.5, 2, 0.0, 0.0, 2.3739988522878592, 4508.999386792453, 1.646053938660041, 0.0, 2617.7760763888887, 1, 2, 0.08614182169128373,[1]
AlanHungover, 1, 0, 32.0, 0, 0.0, 0.0, 1.2065936413855396, 165821.0, 5.555670236536117, 0.0, 1535.728298611111, 1, 1, 0.02083701917125595,[4]
AlexXxStrecci, 3, 1, 5915.5, 3, 0.0, 0.0, 0.35979989420866937, 1310.9935498668845, 6.15006330342565, 0.0, 1958.9208912037038, 2, 1, 3.0197748293781714,[2;1]
Alonizann, 0, 2, 259.0, 2, 0.0, 0.0, 0.06794362416126706, 25237.144110275687, 16.783215886615697, 0.0, 1310.4688078703703, 1, 1, 0.19763919480151404,[2]
Alseef321, 4, 10, 56.57142857142857, 14, 0.0, 0.0, 0.33384503934987525, 1.1060285970122294, 62.57941935401342, 0.0, 1369.2984143518518, 1, 1, 0.04131417080345213,[2]
AlvaroGarnero, 1, 0, 80.0, 0, 0.0, 0.0, 0.7370360153214593, 749.0157657657658, 11.398068020100231, 0.0, 2577.8930208333336, 1, 1, 0.031033095381956182,[2]
AmgsInvisibles, 1, 0, 13460.0, 0, 0.0, 0.0, 1.2236849260110778, 1757.8486486486486, 7.337456761670988, 0.0, 2579.0952662037034, 1, 1, 5.2188843802627085,[2]
AmigoAnormal, 0, 4, 1168.0, 4, 0.0, 0.0, 0.1699576486926341, 1490.8334831717907, 8.688534385162534, 0.0, 1655.180162037037, 1, 1, 0.7056633632936596,[3]
Amparo_Grisales, 0, 6, 2929.1666666666665, 6, 0.0, 0.0, 1.0475447195253234, 1299.6425819305612, 10.423483729870643, 0.0, 1938.792384259259, 1, 2, 1.5108201839702362,[2]
AnakJalanan_TV, 2, 0, 31.0, 0, 0.0, 0.0, 0.03376880256882679, 9448.629181569535, 4.399564316300207, 0.0, 2546.812928240741, 1, 1, 0.012172075795694124,[2]
AnilKapoor, 2, 0, 215.5, 2, 0.0, 0.0, 0.749861301369606, 16218.320895522389, 2.0954620072837713, 0.0, 990.9334259259259, 1, 2, 0.217471723490039,[2]
Antonio_Rosique, 7, 1, 432.625, 4, 0.0, 0.0, 1.139546948481245, 824.4899062950338, 17.878037434794877, 0.0, 2482.2232175925924, 2, 5, 0.17428932133653371,[2;1]
AshishJThakkar, 0, 1, 2428.0, 1, 0.0, 0.0, 0.15015618288556562, 1091.6779252110978, 2.9230752396573347, 0.0, 1911.3432060185187, 1, 1, 1.2703108433663879,[2]
Asnicar__Brenda, 3, 0, 1477.0, 0, 0.0, 0.0, 0.8795405628052073, 1710.2618206478849, 3.112467390957047, 0.0, 2395.1257291666666, 2, 3, 0.6166690883964121,[2;1]
AylinAsLIM, 1, 0, 19957.0, 1, 0.0, 0.0, 0.8637415921564967, 617.4195849546044, 7.639245852632772, 0.0, 2588.7372106481484, 1, 1, 7.70916411210519,[2]
BANDA_MS, 2, 0, 2906.5, 0, 0.0, 0.0, 0.3618847359918752, 389.7104007962522, 13.670362267063522, 0.0, 2237.586111111111, 2, 2, 1.2989444229955147,[1;2]
BBCSporf, 4, 5, 3274.3333333333335, 6, 0.0, 0.0, 2.306415697532307, 1293.5707924453163, 10.752043999984275, 0.0, 1467.3036689814815, 3, 9, 2.231530802077384,[1;2;3]
BCc1978, 1, 0, 8211.0, 0, 0.0, 0.0, 0.32735237550935253, 1.295525998250916, 25.649109752638765, 0.0, 1331.8980787037037, 1, 0, 6.164886136025903,[2]
BRKsEDU, 7, 0, 12189.714285714286, 3, 0.0, 0.0, 0.38057653675415665, 407.72021657885796, 49.97532869168487, 0.0, 1919.433009259259, 3, 1, 6.35068492982649,[2;3]
BaeFeeling, 4, 16, 402.5, 16, 0.0, 0.0, 0.9761423675808685, 2940.544760557287, 10.951443763991929, 0.0, 1237.190625, 2, 8, 0.32533385871720455,[3;4]
BakhtawarBZ, 1, 0, 7330.0, 0, 0.0, 0.0, 0.5150257248513945, 1516.7301829268292, 2.2563647962291835, 0.0, 2318.3307986111113, 1, 1, 3.1617575905868693,[2]
BeritaBodor, 1, 0, 982.0, 0, 0.0, 0.0, 0.4043738275861103, 13891.75, 14.308236461294634, 0.0, 1637.099027777778, 1, 0, 0.5998415388059823,[3]
BiIlionaires, 5, 1, 1086.5, 1, 0.0, 0.0, 1.3104295271273645, 6369.3822858093, 26.143130705998033, 0.0, 817.6966087962963, 2, 6, 1.3287324275435117,[2;4]
BlackItalianWP, 0, 2, 22383.0, 2, 0.0, 0.0, 0.026355381358667378, 174.9197205057485, 11.054798495355648, 0.0, 1576.6002314814816, 1, 1, 14.197004131457852,[2]
BobVila, 1, 0, 663.0, 1, 0.0, 0.0, 1.03464821230098, 1809.4502529510962, 3.1558076378080377, 0.0, 2680.1380092592594, 1, 1, 0.24737532086388378,[4]
Boity, 5, 9, 6080.357142857143, 10, 0.0, 0.0, 0.535455737975428, 401.6505712741593, 33.76634548228766, 0.0, 2506.083576388889, 1, 4, 2.4262387735761632,[2]
Bootsy_Collins, 1, 0, 298.0, 1, 0.0, 0.0, 1.955357682589652, 2926.699716713881, 4.715568301064138, 0.0, 2597.990150462963, 1, 0, 0.1147040530338024,[1]
BreeOlson, 1, 0, 17986.0, 0, 0.0, 0.0, 1.9534175450676698, 6846.683544303797, 5.231632334943836, 0.0, 2620.0235648148146, 1, 1, 6.864823752557075,[0]
Brian3C, 0, 1, 2089.0, 1, 0.0, 0.0, 0.07317375806977346, 24.802407746663178, 0.6017910792979644, 0.0, 1585.2677662037038, 1, 1, 1.3177584535151443,[2]
CASSIANECANTORA, 2, 0, 23.0, 1, 0.0, 0.0, 1.0718663556624815, 1964.546296296296, 12.83611213578207, 0.0, 2281.5246064814814, 2, 2, 0.010080978278586313,[1;3]
CODWorldLeague, 3, 2, 67.6, 5, 0.0, 0.0, 1.0673594096903063, 67961.61868131868, 5.8131684624902515, 0.0, 1793.2353587962962, 2, 4, 0.037697226785320746,[3;1]
CamilleCombal, 2, 1, 268.6666666666667, 0, 0.0, 0.0, 0.477247036854413, 2153.7409213538945, 6.524125497500427, 0.0, 1921.333298611111, 2, 2, 0.1398334515208162,[1;2]
CamposAlex, 1, 0, 502.0, 1, 0.0, 0.0, 1.4434812890084652, 2961.3848396501458, 3.517535983215365, 0.0, 2500.8983680555552, 1, 1, 0.20072786899785305,[3]
CapucineAnav, 1, 1, 1039.5, 2, 0.0, 0.0, 0.5523907223095881, 2834.856235608363, 4.316195551415825, 0.0, 1443.7082060185185, 1, 1, 0.7200208433162195,[2]
Carlos_Latre, 2, 2, 4047.75, 2, 0.0, 0.0, 1.3568201068077852, 450.9652295452281, 12.336913439390088, 0.0, 2271.1571296296297, 1, 2, 1.7822412844945208,[2]
ChelseaClinton, 0, 1, 0.0, 1, 0.0, 0.0, 4.5893113557861485, 2886.9485094850947, 3.009727473315957, 0.0, 1338.3271527777779, 1, 1, 0.0,[2]
ChicagoBears, 1, 3, 940.0, 4, 0.0, 0.0, 3.049085353456962, 5150.873667296926, 9.693659739644493, 0.0, 2503.296851851852, 1, 2, 0.3755048065133069,[2]
Chloe_Sims, 1, 1, 1010.0, 2, 0.0, 0.0, 0.4611988970114038, 1315.3170236223373, 11.280753075016426, 0.0, 1854.7209722222224, 2, 1, 0.5445563053022875,[2]
ChrisJohnson28, 1, 0, 12.0, 0, 0.0, 0.0, 2.2861722247933582, 1103.6112359550561, 4.284204649155233, 0.0, 2533.4924189814815, 1, 0, 0.004736544664627123,[0]
CinemaNET, 0, 1, 2799.0, 1, 0.0, 0.0, 0.5011048361143172, 5071.723958333333, 4.324963791503618, 0.0, 2470.540914351852, 1, 1, 1.1329502716348738,[2]
ClassicPict, 1, 39, 120.125, 39, 0.0, 0.0, 1.0779816636881443, 1398.9308731862232, 0.48004253875386765, 0.0, 1262.046701388889, 4, 33, 0.09518269004451405,[3;2;0]
CommonWhiteGrls, 1, 5, 7.0, 5, 0.0, 0.0, 0.9900783531614731, 1021705.1666666666, 4.381278243502892, 0.0, 2402.192928240741, 1, 6, 0.0029140040825640463,[4]
