alhilalcom.out, 1, 0.0, 0.0
ExpressNewsPK.out, 1, 0.0, 0.0
iahgos.out, 1, 0.0, 0.0
nytfood.out, 1, 0.0, 0.0
josephjett.out, 1, 0.0, 0.0
IcelandFoods.out, 1, 0.0, 0.0
saudAlfunaysan.out, 1, 0.0, 0.0
Adrian_Lee_TIPS.out, 1, 0.0, 0.0
CaharihysyM.out, 1, 0.0, 0.0
TheEconomist.out, 11, -0.285714285714, 0.208928571429
foe_us.out, 1, 0.0, 0.0
altayyaronline.out, 1, 0.0, 0.0
MelonieDodaro.out, 1, 0.0, 0.0
RMCFarab.out, 1, 0.0, 0.0
StarCinema.out, 1, 0.0, 0.0
alathkaar.out, 1, 0.0, 0.0
HelloBC.out, 1, 0.0, 0.0
abcnews.out, 2, -0.1, 0.95
MostWowFacts.out, 1, 0.0, 0.0
GeoreBailey.out, 1, 0.0, 0.0
HollyMcguirexx.out, 1, 0.0, 0.0
RobbedOfSleep.out, 1, 0.0, 0.0
AppSame.out, 43, 0.169238437002, 0.378309409888
