ALBASRAWI_EYAD, 147, 145, 2, 605.0544217687075, 13, 12.80952380952381, 180.3469387755102, 0.02500823978900228, 167.6080639279693, 6.989247946431003, 0.0026689651121686365, 669.877349537037, 3, 45, 0.9032316470871425
AquiPeixes, 832, 831, 1, 0.0, 0, 56.08774038461539, 91.93509615384616, 0.0421601675465661, 6180.572115384623, 25.05171464560412, 0.0014551302494430415, 1533.5074189814814, 9, 83, 0.0
BlueWaterDays, 51, 45, 6, 14967.725490196079, 25, 5.666666666666667, 4.313725490196078, 0.5634405352438364, 1.9980677144967776, 53.62132064684235, 3.733215112741709e-05, 2819.009861111111, 6, 23, 5.309568333434831
Dimperachi, 112, 74, 38, 658.8660714285714, 38, 16.723214285714285, 28.357142857142858, 0.13589494526613596, 2.2868148435341475, 50.13384600348654, 0.00011808574850866325, 2812.6434374999994, 3, 84, 0.23425154523468514
GroupSexTube, 263, 170, 93, 0.0, 248, 12.813688212927756, 5.003802281368821, 0.5058503480257512, 134.95429882335762, 98.22449860690747, 0.00010488593009545153, 1233.3995833333333, 12, 263, 0.0
HPbasketball, 302, 293, 9, 3109.1655629139073, 31, 52.20198675496689, 39.443708609271525, 1.3022986250339006, 13.952939735125376, 97.74348071343056, 0.00016452203249588528, 3234.902858796296, 12, 124, 0.9611310443092639
Kweet___news, 32, 32, 0, 7.0, 0, 8.84375, 19.25, 0.28400922783017, 6.275895230026158, 32.24472602442105, 0.00012845080875742288, 2134.5011458333333, 4, 23, 0.003279454786737592
Mechis_M, 143, 114, 29, 31689.104895104894, 142, 1.5944055944055944, 5.489510489510489, 0.24270695308346768, 1.511514191645139, 138.31944696435042, 9.127724884532707e-06, 1249.3946875, 8, 36, 25.36356622302742
RedeGlobo, 458, 453, 5, 3251.740174672489, 128, 322.7860262008734, 180.0349344978166, 5.3415777863521665, 18677.30664431982, 37.37066754564901, 0.002962103972178341, 2907.195740740741, 11, 417, 1.1185143570153828
SNCF, 205, 204, 1, 1227.360975609756, 153, 95.77560975609757, 458.34634146341466, 0.2844710874073006, 112.32141684272703, 77.86194431596299, 0.0005649893230765904, 2202.438321759259, 10, 64, 0.5572737104525893
abo_omar70, 31, 26, 5, 49.25806451612903, 6, 0.6774193548387096, 5.354838709677419, 0.04394586126567277, 8.588239694144951, 35.35912041321409, 1.3902183994290625e-05, 1349.175787037037, 3, 16, 0.036509745423393684
advertisingweek, 7, 6, 1, 4262.285714285715, 0, 1.8571428571428572, 3.142857142857143, 1.2529546231426392, 8.058977893024668, 21.472451955508912, 3.0343319756202748e-05, 2841.50630787037, 4, 6, 1.5000092389308046
bindibba7, 58, 53, 5, 4.051724137931035, 19, 4.931034482758621, 6.155172413793103, 0.08380210891054013, 9.316056205460487, 127.38625590221986, 2.224009918791209e-05, 1737.2081944444444, 4, 15, 0.0023323192642588056
biz_tips, 95, 28, 67, 41906.36842105263, 3, 4.221052631578948, 3.389473684210526, 0.684257822673989, 1.0435192423029003, 15.072018950258395, 9.296712968050069e-05, 2885.169050925926, 12, 90, 14.52475320557171
dominos, 136, 125, 11, 6479.72794117647, 74, 2028.8823529411766, 4057.330882352941, 1.2141101515341672, 25.07235659067187, 101.04759424009082, 0.007227585323213837, 2779.215474537037, 6, 103, 2.33149534483499
ebabahan, 100, 89, 11, 215.73, 15, 119.58, 169.64, 0.17136550940103704, 95.58249362509066, 43.24592964071716, 0.0008780778731026688, 3138.5521990740745, 7, 28, 0.06873551443995227
jaclyn_yoshino9, 2, 2, 0, 0.0, 0, 0.0, 0.0, 0.015277654783064074, 0.2423841059602649, 0.47304107492138975, 0.0, 64.97346064814816, 1, 2, 0.0
lobs, 228, 220, 8, 22.70175438596491, 14, 19.535087719298247, 46.42982456140351, 3.028284188680614, 3818.681681390923, 44.33326328589421, 0.0001546924749388225, 2844.163113425926, 12, 208, 0.00798187497714208
maasm909, 400, 235, 165, 21618.6975, 175, 35.31, 70.5825, 0.09064233189885948, 2.0997520105813186, 217.21073144379653, 0.00013430229131672743, 1197.7670949074075, 4, 101, 18.04916631281411
muohajer_12, 955, 551, 404, 13.786387434554975, 407, 76.0261780104712, 1022.8994764397905, 0.8499874582487836, 1.2577361114892502, 530.9319652448638, 0.00012099839988513005, 1222.904548611111, 11, 271, 0.011273477926149333
