007Bey, 19, 1, 18, 35295.0, 18, 0.0, 0.0, 0.008612191371017548, 0.5183458687305293, 6.770334669613246, 0.0, 1853.0233101851854, 1, 11, 19.04725094714147
007dred, 3, 3, 0, 7251.666666666667, 0, 0.0, 0.0, 0.005290305460919536, 0.5567787727213154, 68.71669518162089, 0.0, 764.9829976851852, 1, 0, 9.479513516784014
009Ppa, 10, 3, 7, 1037.5, 9, 0.0, 0.1, 0.0005317951557536839, 1.0321692022474263, 11.218585012774671, 0.0, 944.1392592592593, 1, 4, 1.0988845022862288
00_mo1, 5, 2, 3, 1628.2, 3, 2.6, 3.6, 0.003356032159866007, 1.0061835664756855, 20.64722815051142, 0.00010472891323612342, 1197.7471527777777, 2, 2, 1.3593854063638804
0128tktk, 11, 2, 9, 5151.090909090909, 10, 0.0, 0.0, 0.014821248101065748, 1.321143598675767, 61.32261435918653, 0.0, 1942.4162962962964, 1, 7, 2.651898523973854
01sayu11, 5, 4, 1, 3243.2, 3, 0.0, 0.0, 0.010541016570520973, 2.0058749941615774, 15.713016160130362, 0.0, 2480.9538310185185, 1, 1, 1.3072391591699037
01yu_nagi, 27, 20, 7, 48250.81481481482, 9, 0.037037037037037035, 0.07407407407407407, 0.006590196953514431, 1.1907019682296947, 42.64101121542158, 5.194171101190244e-07, 1659.7927083333334, 2, 5, 29.07038606240502
0205Koyuru, 9, 6, 3, 3121.3333333333335, 5, 0.0, 0.0, 0.0, 2.3872030005302776, 8.955657875037625, 0.0, 1079.659375, 1, 6, 2.891035270576272
0205shun, 17, 11, 6, 2118.529411764706, 8, 0.17647058823529413, 0.11764705882352941, 0.009341980367509167, 1.2978146803180242, 18.06331476234894, 6.970438370869144e-06, 1401.0765625000001, 5, 9, 1.5120725508280035
02FCOLSABUSSOLA, 1, 0, 1, 16.0, 1, 0.0, 0.0, 0.0010219345113849005, 0.44148215092634435, 11.686332104942029, 0.0, 1957.0725694444445, 1, 1, 0.008175476091079204
02nd_Girl, 7, 1, 6, 104.0, 6, 0.0, 0.0, 0.003391290056680798, 0.9632828572748524, 5.661822461696022, 0.0, 681.567025462963, 1, 1, 0.1525895416219068
0318039, 8, 6, 2, 1641.375, 2, 0.0, 0.0, 0.00503598495286426, 0.4433350169068153, 14.596655073920566, 0.0, 2378.1209375, 2, 3, 0.6901982881179692
0412__hhi, 23, 13, 10, 6144.782608695652, 15, 11.956521739130435, 8.26086956521739, 0.2058986222556894, 1.052681425805909, 69.83438134958216, 0.005270205444271166, 27.265752314814815, 2, 9, 225.36633274398562
04510, 14, 14, 0, 16705.85714285714, 9, 0.0, 0.0, 0.003080973764360719, 0.6627920369423717, 5.513313672819903, 0.0, 2677.088726851852, 2, 5, 6.240307605531832
04LS_nagoya, 307, 301, 6, 212.0, 11, 2781.0097719869705, 733.4690553745928, 1.3910970078574174, 49.547918605932544, 4.875565364138416, 0.3164162538159435, 1787.7895717592592, 7, 294, 0.11858218850185102
04kana_wim, 2, 2, 0, 14777.5, 2, 0.0, 0.0, 0.0020715787009566184, 1.4065445432569694, 41.599376975683796, 0.0, 974.0388888888889, 1, 0, 15.17136550559811
0578K, 38, 25, 13, 33775.84210526316, 33, 0.0, 0.0, 0.05585788930062476, 0.9975073379150242, 91.1247329865918, 0.0, 1229.0950925925927, 1, 5, 27.48025137259157
0592481613sa, 66, 0, 66, 16163.954545454546, 66, 0.0, 0.0, 0.002125247839233894, 0.29781300124165305, 75.15456455330501, 0.0, 990.7267361111111, 1, 27, 16.315250165653893
