beINSPORTS_news.out, 1, 0.0, 0.0
SinEmbargoMX.out, 7, 0.308333333333, 0.516666666667
Noti7Guatemala.out, 1, 0.0, 0.0
arabqoute.out, 1, 0.0, 0.0
VanguardiaSon.out, 1, 0.0, 0.0
prensa_libre.out, 1, 0.0, 0.0
MoneyAffairs.out, 1, 0.0, 0.0
rt__a4.out, 1, 0.0, 0.0
landpsychology.out, 1, 0.0, 0.0
LesEchos.out, 2, 0.0666666666667, 0.216666666667
JantaKaReporter.out, 2, 0.0, 0.0
BBCWorld.out, 133, 0.0562242618493, 0.419670260295
CapitalFMKenya.out, 2, 0.0, 0.0
davelackie.out, 1, 0.0, 0.0
WillMcAvoyACN.out, 9, 0.235, 0.58
drjoyce_knudsen.out, 1, 0.0, 0.0
Ramon36069.out, 1, 0.0, 0.0
bobpockrass.out, 1, 0.0, 0.0
primiciasyacom.out, 1, 0.0, 0.0
elcosodelvisto.out, 1, 0.0, 0.0
BrewerVASocial.out, 1, 0.0, 0.0
trecet.out, 1, 0.0, 0.0
Rt_allah.out, 1, 0.0, 0.0
telediariomty.out, 1, 0.0, 0.0
OfficialCharice.out, 1, 0.0, 0.0
AbelmanMarkus.out, 1, 0.0, 0.0
Gn0sh.out, 1, 0.0, 0.0
DailyVibes_.out, 1, 0.0, 0.0
topstarnews.out, 1, 0.0, 0.0
HurriyetSpor.out, 1, 0.0, 0.0
kickstarter.out, 1, 0.0, 0.0
cilginyazar.out, 1, 0.0, 0.0
europapress.out, 1, 0.0, 0.0
La_SER.out, 1, 0.0, 0.0
AlanHungover.out, 1, 0.0, 0.0
