segalink.out, 1, 0.0, 0.0
I_mohdiary.out, 13, -0.05, 0.15
ClaireAnnPeetz.out, 2, -0.5, 0.666666666667
alexburnsNYT.out, 15, 0.37904040404, 0.611616161616
socialprnews.out, 1, 0.0, 0.0
CNN.out, 1792, 0.0773085169437, 0.403142023734
SpheraSports.out, 1, 0.0, 0.0
detikcom.out, 1, 0.0, 0.0
tribundergi.out, 1, 0.0, 0.0
HelenBarlow55.out, 1, 0.0, 0.0
denverfoodguy.out, 1, 0.0, 0.0
groqnhiub.out, 1, 0.0, 0.0
EmperorDarroux.out, 37, 0.00119318181818, 0.505227272727
FoxNews.out, 3945, 0.123357723638, 0.437432062284
franceinter.out, 1, 0.0, 0.0
TIME.out, 567, 0.111450471586, 0.422152089504
AlArabiya_Brk.out, 4, 0.0833333333333, 0.5
bphrqzpadprbnn2.out, 1, 0.0, 0.0
bnt__kfo.out, 1, 0.0, 0.0
animeseiyu.out, 1, 0.0, 0.0
BoletinViajes.out, 1, 0.0, 0.0
Starbucks.out, 1, 0.0, 0.0
Q13FOX.out, 1, 0.0, 0.0
Metro_TV.out, 1, 0.0, 0.0
wave3news.out, 1, 0.0, 0.0
