screen_name,user_tweeted,user_retweeted,user_favourited,user_replied,likes_per_tweet,retweets_per_tweet,lists_per_user,follower_friend_ratio,tweet_frequency,favourite_tweet_ratio,age_of_account_in_days,sources_count,urls_count,cdn_content_in_kb,source_identity
AlArabiya, 385, 8, 3.0, 8, 84.22137404580153, 71.4147582697201, 5.658008016014207, 254847.52417302795, 50.21124445898515, 0.0007807620318146621, 2165.3401273148147, 14, 392, 0.0013854636332446425,[0;1;2]
AlArabiya_Brk, 748, 0, 1.0, 0, 73.7379679144385, 157.10695187165774, 5.63168833540572, 337028.4211601302, 28.17882755488736, 0.0010086748728179958, 2608.236747685185, 30, 0, 0.00038340077866301893,[0]
BBCWorld, 1396, 19, 1.0, 105, 147.7929328621908, 155.5879858657244, 28.662096317618833, 131835.8685445696, 68.13526760386924, 0.0006460789624387025, 3376.279872685185, 40, 1413, 0.00029618397695351336,[4;3;6]
BreakingNews, 546, 2, 9.007299270072993, 13, 61.92700729927007, 137.7463503649635, 28.122750139829378, 15808.679341958608, 29.728158484782796, 0.0006381308407591126, 3274.7524305555557, 42, 500, 0.002750528310485114,[0;1]
CNN, 5183, 31, 1370.205408515535, 528, 544.9618335251247, 396.7763713080169, 33.81330027666722, 21786.84634250972, 24.7549957246153, 0.0065341153958979065, 3368.962233796296, 70, 5197, 0.4067143866351766,[4;3;1;6;2;0]
CNNEE, 2901, 12, 1217.5890834191555, 394, 99.48575351870923, 213.61174047373842, 18.390136667112067, 13875.275801159667, 29.509160186065888, 0.0013200004757173672, 2565.535358796296, 27, 2742, 0.4745945438812533,[3;2;1;0]
FoxNews, 5702, 26, 1.5871159217877095, 3821, 345.2435405027933, 213.72870111731842, 15.434277961616566, 21999.328275299416, 73.74127529804596, 0.0014129652026359978, 3332.124699074074, 53, 5089, 0.0004763074809981556,[1;3;0;2]
MTV, 2952, 28, 13168.520469798657, 2041, 1277.4302013422819, 690.4077181208054, 8.040428871106819, 417.06214165578257, 45.94615099408605, 0.023573830105819035, 3031.1070254629626, 29, 2761, 4.3444590900868425,[2;4;6;1;0;3]
NBA, 12110, 257, 139.4642192932805, 6991, 1557.6899814021185, 1371.3958922940083, 16.30734280144754, 14152.097926119097, 49.688477845056525, 0.012071506159071236, 2644.1858333333334, 52, 11867, 0.05274372834736357,[0;4;1;5;6;2;3]
NFL, 4550, 159, 1199.6910172011042, 3059, 1471.7876406880441, 1225.9972393289445, 16.5156561530038, 8629.980728303193, 44.67635091240451, 0.0126584023161029, 2653.8163541666668, 38, 4616, 0.4520625608917927,[5;2;6;1;3;0;4]
